ticket_id,customer_id,created_date,ticket_type,priority,ticket_status,closed_date,resolution_hours,satisfaction_score,assigned_agent
T0000298,C01663,3/2/2026,Billing,Medium,Open,,,,F. Brown
T0000299,C12044,11/21/2025,Plan Change,Urgent,Closed,11/21/2025,13,4,F. Brown
T0000300,C02227,4/17/2025,Account Access,Medium,Resolved,4/19/2025,51,2,H. Martinez
T0000301,C09513,10/4/2025,Billing,Medium,Open,,,1,B. Patel
T0000302,C10834,"Mar 28, 2025",Cancellation,Low,Open,,,2,B. Patel
T0000303,C10398,1/22/2026,Billing,Medium,Resolved,1/23/2026,43, 2 ,F. Brown
T0000304,C12045,"Jun 28, 2025",Billing,Low,Resolved,6/28/2025,19,3,D. Garcia
T0000305,C11413,12/14/2025,Billing,Medium,Closed,12/15/2025,37,2,C. Nguyen
T0000306,C03207,10/30/2025,Service Quality,Urgent,Closed,10/30/2025,2,2,H. Martinez
T0000307,C02052,2/2/2025,Technical,Low,Closed,2/6/2025,112,3,F. Brown
T0000308,C05196,"Jul 24, 2025",Service Quality,Medium,Resolved,7/24/2025,21,2,E. Wilson
T0000309,C02076,5/21/2025,Technical,HIGH,Resolved,5/21/2025,15,4,F. Brown
T0000310,C13666,7/12/2025,Technical,Medium,Open,,,,A. Chen
T0000311,C11952,8/30/2025,Account Access,Medium,Resolved,"Sep 01, 2025",55,2,C. Nguyen
T0000312,C11816,3/5/2026,Cancellation,Low,Closed,3/8/2026,94,5,E. Wilson
T0000313,C10137,11/9/2025,Technical,Low,Open,,,2,E. Wilson
T0000314,C07759,2/14/2026,Cancellation,Medium,Resolved,2/14/2026,6,,D. GARCIA
T0000315,C04427,11/21/2025,Technical,Low,Open,,,2,E. Wilson
T0000316,C15362,2/25/2025,Account Access,Medium,Resolved,"Feb 27, 2025",55,5,G. Lee
T0000317,C07447,"Jul 31, 2025",Technical,Medium,Resolved,7/31/2025,14,5,F. Brown
T0000318,C05231,1/8/2026,Billing,high,Resolved,"Jan 09, 2026",36,5,D. Garcia
T0000319,C09711,6/25/2026,Service Quality,High,Closed,6/27/2026,70,4,H. Martinez
T0000320,C01689,6/10/2026,Account Access,High,Open,,,1,C. Nguyen
T0000321,C06622,5/10/2025,Plan Change,Medium,Resolved,5/10/2025,16,,F. Brown
T0000322,C08631,4/30/2025,Technical,Low,Resolved,"Apr 30, 2025",12,3,A. Chen
T0000323,C04473,12/22/2025,Plan Change,Medium,Open,,,1,E. Wilson
T0000324,C00007,"Jul 24, 2025",Service Quality,Medium,Resolved,"Jul 28, 2025", 107 ,3,E. Wilson
T0000325,C13753,3/17/2026,Cancellation,Medium,Closed,3/17/2026,14,5,D. Garcia
T0000326,C10719,3/19/2025,Plan Change,Medium,Closed,3/20/2025,39,,B. Patel
T0000327,C17531,12/5/2025,Technical,Low,Open,,,,F. Brown
T0000328,C11422,1/18/2026,Service Quality,Low,Open,,, 2 ,G. Lee
T0000329,C05578,"Mar 31, 2025",Technical,High,Open,,,,C. Nguyen
T0000330,C06112,1/3/2025,Billing,Low,Closed,1/5/2025,54,5,B. Patel
T0000331,C17568,7/3/2025,Technical,Medium,Resolved,7/5/2025,58,3,F. Brown
T0000332,C00160,9/1/2025,Technical,  Low  ,Resolved,9/4/2025,79,2,B. Patel
T0000333,C04682,3/29/2026,Billing,Medium,Closed,4/1/2026,77,3,F. Brown
T0000334,C04792,6/4/2026,Account Access,Medium,Closed,6/5/2026,34,3,F. Brown
T0000335,C14366,8/12/2025,Technical,High,Closed,"Aug 15, 2025",92,1,C. Nguyen
T0000336,C15612,7/2/2025,Billing,Low,Resolved,7/3/2025,30,3,B. Patel
T0000337,C06574,"Dec 07, 2025",Service Quality,Medium,Open,,,1,H. Martinez
T0000338,C11821,6/25/2025,Cancellation,Medium,Closed,6/27/2025, 52 ,1,D. Garcia
T0000339,C17078,3/13/2026,Plan Change,Urgent,Open,,,4,D. Garcia
T0000340,C04024,3/20/2026,Cancellation,Low,Closed,3/20/2026,14,5,C. Nguyen
T0000341,C10879,6/18/2026,Account Access,Low,Resolved,6/18/2026,7,4,E. Wilson
T0000342,C11187,6/8/2025,Account Access,Medium,Closed,6/9/2025,40,,D. Garcia
T0000343,C17583,2/1/2026,Service Quality,Low,Resolved,2/5/2026,99,2,D. Garcia
T0000344,C09449,"Aug 22, 2025",Billing,Low,Open,,,4,G. Lee
T0000345,C05969,3/26/2025,Technical,Medium,Closed,"Mar 28, 2025",61,1,D. Garcia
T0000346,C11754,3/27/2026,Billing,Urgent,Resolved,3/27/2026,17,5,B. Patel
T0000347,C11702,"Dec 31, 2025",Billing,  Low  ,Resolved,1/2/2026,51,3,C. Nguyen
T0000348,C15451,4/1/2026,Account Access,Low,Resolved,4/3/2026,68,4,F. Brown
T0000349,C15383,12/28/2025,Service Quality,Medium,Closed,12/30/2025,49,2,H. Martinez
T0000350,C00447,"May 10, 2025",Service Quality,Urgent,Closed,"May 10, 2025",15,5,F. Brown
T0000351,C11242,"Mar 01, 2025",Technical,Medium,Closed,3/2/2025,45,3,A. Chen
T0000352,C16196,4/14/2025,Plan Change,High,Closed,"Apr 14, 2025",17,4,E. Wilson
T0000353,C12531,8/28/2025,Technical,MEDIUM,Closed,8/31/2025,94,3,C. Nguyen
T0000354,C16660,11/28/2025,Technical,Medium,Closed,"Nov 29, 2025",24,5,A. Chen
T0000355,C09690,"Mar 04, 2025",Cancellation,Low,Resolved,3/5/2025,26,5,H. Martinez
T0000356,C14393,8/29/2025,Account Access,Low,Closed,8/30/2025,43, 3 ,H. Martinez
T0000357,C03141,1/18/2026,plan change,High,Closed,1/18/2026,12,4,F. Brown	
T0000358,C04979,12/31/2025,Plan Change,Medium,Closed,"Jan 02, 2026",58,2,F. Brown
T0000359,C11362,7/6/2025,SERVICE QUALITY,Low,Resolved,7/6/2025, 19 ,5,C. Nguyen
T0000360,C08402,"Feb 12, 2026",Technical,Medium,Closed,"Feb 13, 2026",42,3,E. Wilson
T0000361,C14109,10/13/2025,Plan Change,Low,Closed,10/13/2025,12,3,H. Martinez	
T0000362,C07290,12/3/2025,Billing,Low,Resolved,12/5/2025,50,3,E. Wilson
T0000363,C04034,1/3/2025,Technical ,High,Closed,1/5/2025,67,4,D. Garcia
T0000364,C12303,"May 15, 2026",Billing,Medium,Closed,"May 16, 2026",33,,C. Nguyen
T0000365,C16706,1/4/2025,Technical,Low,Open,,,2,A. Chen
T0000366,C14727,5/24/2025,Service Quality,Medium,Resolved,5/24/2025,18,4,C. Nguyen
T0000367,C17948,1/2/2026,Plan Change,high,Closed,1/2/2026,10,,F. Brown
T0000368,C17324,1/11/2026,Cancellation ,High,Closed,1/11/2026,14,4,B. Patel
T0000369,C03256,9/6/2025,Account Access,Low,Resolved,9/8/2025, 58 ,3,C. Nguyen
T0000370,C12837,6/18/2026,Technical,Medium,Resolved,6/22/2026,110,4,D. Garcia
T0000371,C04969,11/11/2025,Billing,High,Closed,11/12/2025,29,,H. Martinez
T0000372,C12809,1/21/2025, Cancellation,Medium,Open,,,1,D. Garcia
T0000373,C00294,5/9/2026,Billing,Medium,Resolved,5/9/2026,5,5,D. Garcia
T0000374,C01671,11/6/2025,Technical,Medium,Closed,11/7/2025,38,2,H. Martinez
T0000375,C08656,3/22/2025,Billing,Urgent,Open,,,,B. Patel
T0000376,C14304,2/28/2026,Technical,Medium,Closed,3/7/2026,183,4,B. Patel
T0000377,C07651,9/6/2025,Technical,High,Resolved,9/6/2025,11,5,G. Lee
T0000378,C12398,5/19/2026,Technical,MEDIUM,Closed,5/21/2026,58,,d. garcia
T0000379,C17227,5/9/2026,Technical,  High  ,Closed,"May 09, 2026",16,5, F. Brown 
T0000380,C05301,1/7/2026,Plan Change,Low,Open,,,1,H. Martinez
T0000381,C01639,11/22/2025,Service Quality,Low,Closed,11/23/2025,44,,B. Patel
T0000382,C01654,"Aug 03, 2025",Service Quality,High,Open,,, 3 ,A. Chen
T0000383,C04520,"Nov 15, 2025",Technical,Low,Resolved,11/25/2025,240,2,A. Chen
T0000384,C03246,7/27/2025,Billing,Urgent,Resolved,"Jul 27, 2025",23,5,A. Chen
T0000385,C02603,7/30/2025,Technical,Urgent,Open,,,1,E. Wilson
T0000386,C13610,2/2/2025,Plan Change,Low,Closed,2/3/2025,29,5,H. Martinez
T0000387,C15936,3/25/2025,Cancellation,Medium,Closed,3/26/2025,46,3,A. Chen
T0000388,C04294,2/1/2025,Service Quality,Medium,  Open  ,,,1,D. Garcia
T0000389,C00245,"Jan 08, 2026",Service Quality,High,Closed,"Jan 09, 2026",32,5,F. Brown
T0000390,C04056,9/8/2025,Cancellation,Medium,Closed,9/9/2025,30,5,F. Brown
T0000391,C00700,3/30/2025,Cancellation,Medium,Resolved,"Apr 01, 2025",67,4,G. LEE
T0000392,C07619,4/19/2025,Technical,High,Closed,4/21/2025,62,2,G. Lee
T0000393,C01504,11/9/2025,Plan Change,Low,Closed,"Nov 11, 2025",66,2,B. Patel
T0000394,C08801,9/9/2025,Technical,Medium,Closed,9/9/2025,17,5,E. Wilson
T0000395,C07018,"Sep 18, 2025",  Service Quality  ,Low,Closed,9/22/2025,99,3,C. Nguyen
T0000396,C10253,"Nov 14, 2025",Service Quality,High,Open,,,,A. Chen
T0000397,C15123,"Jun 22, 2026",Service Quality,Low,Closed,6/24/2026,70 hrs,, B. Patel 
T0000398,C15557,"Sep 13, 2025",Cancellation,Low,Resolved,"Sep 13, 2025",21,4,D. Garcia
T0000399,C17136,4/14/2026,Account Access,Urgent,Open,,,1,A. Chen
T0000400,C11260,4/12/2025,Billing,Low,Closed,4/12/2025,23,4,G. Lee
T0000401,C03936,11/20/2025,Billing,Urgent,Closed,11/21/2025,25,3,F. Brown
T0000402,C12783,11/1/2025,Cancellation,Urgent,Closed ,11/1/2025,17,4,A. Chen
T0000403,C16210,"Nov 30, 2025",Technical,Medium,Resolved,"Dec 04, 2025",114,3,E. Wilson
T0000404,C16073,6/10/2026,Billing,Medium,Closed,6/10/2026,3,4,A. Chen
T0000405,C10703,6/10/2026,Technical,High,Resolved,6/10/2026,18,,E. Wilson
T0000406,C00348,6/12/2025,Account Access,Low,Closed,6/15/2025,75, 4 ,C. Nguyen
T0000407,C09392,5/24/2026,Technical,Low,Open,,,1,F. Brown
T0000408,C08914,"Jul 25, 2025",Technical,Medium,Closed,"Jul 27, 2025",61,4,A. Chen
T0000409,C14309,12/26/2025,Technical,Medium,Closed,12/28/2025,50,1,G. Lee
T0000410,C14026,5/1/2025,Technical,Medium,Resolved,5/1/2025,19,3,A. Chen
T0000411,C10970,3/27/2025,Cancellation,Medium,Closed,"Mar 30, 2025",78,,A. Chen
T0000412,C14274,"Mar 05, 2026",Service Quality,Low,Resolved,"Mar 06, 2026",43,4,A. Chen
T0000413,C05209,"Aug 04, 2025",Service Quality,  Medium  ,Closed,8/8/2025,98,4,F. Brown
T0000414,C11562,"Oct 21, 2025",Billing,Medium,Resolved,10/21/2025,21,4,G. Lee
T0000415,C15955,10/17/2025,Service Quality,High,open,,,,A. Chen
T0000416,C17187,1/12/2025,Technical,Low,Closed,"Jan 18, 2025", 163 ,2,H. Martinez
T0000417,C10544,11/13/2025,Plan Change,Low,Closed,11/14/2025,39,2,H. Martinez
T0000418,C05402,4/2/2025,Billing,High,Open,,,,H. Martinez
T0000419,C10907,"Jun 08, 2026",Cancellation,Low,Resolved,6/9/2026,36,5,A. Chen
T0000420,C17802,6/5/2025,Billing,Medium,Closed,6/6/2025,45,4,B. Patel
T0000421,C07118,"Jun 03, 2026",Service Quality,Urgent,Closed,6/4/2026,25,2,F. Brown
T0000422,C00460,6/18/2025,Account Access,High,Resolved,6/20/2025,57,4,F. Brown
T0000423,C11423,1/9/2026,Account Access,Medium,Open,,,,B. Patel
T0000424,C09475,"Apr 05, 2026",Technical,High,Open,,,1,H. Martinez
T0000425,C05575,1/20/2025,Technical, Medium,Resolved,1/22/2025,48,,F. Brown
T0000426,C07426,6/13/2026,Billing,High,Closed,6/13/2026,22,4,B. Patel
T0000427,C04731,10/16/2025,Billing,Low,Closed,10/17/2025,25,1,E. Wilson
T0000428,C02686,"Jun 20, 2025",service quality,High,Open,,,,A. Chen
T0000429,C17387,3/24/2025,Technical,Medium,Resolved,3/24/2025,19,5,H. Martinez
T0000430,C14572,7/3/2025,Service Quality,Medium,Open ,,,1,G. Lee
T0000431,C12667,7/4/2025,Plan Change,High,Open,,,2,B. Patel
T0000432,C08031 ,1/6/2026,Service Quality,Medium,Resolved,1/7/2026,30,3,B. Patel
T0000433,C02344,6/23/2025,Service Quality,Medium,Resolved,6/27/2025,100,1,A. Chen
T0000434,C16318,"Jan 20, 2025",Technical,medium,Closed,"Jan 20, 2025",20,5,C. Nguyen
T0000435,C03550,6/22/2026,Cancellation,Medium,Open,,,1,G. Lee
T0000436,C09642,1/13/2025,Plan Change,Low,Resolved,1/14/2025,45,,H. Martinez
T0000437,C00437,6/18/2025,Plan Change,Low,Resolved,6/18/2025,9,5,H. Martinez
T0000438,C05096,2/26/2025,Technical,Medium,Closed,"Feb 28, 2025",65,3,B. Patel
T0000439,C14790,2/9/2025,Service Quality,Medium,Closed,2/12/2025,73,,F. Brown
T0000440,C09149,11/17/2025,Technical,Medium,Resolved,11/20/2025,88,3,F. Brown
T0000441,C17918,2/8/2026,Plan Change,Medium,Closed,2/9/2026, 47 ,1,F. Brown
T0000442,C07163,7/7/2025,Account Access,High,Closed,"Jul 07, 2025",19,,D. Garcia
T0000443,C13652,"Jul 04, 2026",Technical,Low,Closed,7/6/2026,60,4,E. Wilson
T0000444,C07512,12/9/2025,Service Quality,Medium,Closed,"Dec 09, 2025",20,,A. Chen
T0000445,C01888,"Mar 02, 2025",Billing,Low,Closed ,3/4/2025,58,4,B. Patel
T0000446,C12294,5/16/2025,Plan Change,High,Resolved,5/16/2025,1,4,F. Brown
T0000447,C04442,6/28/2025,Billing,Low,Closed,7/1/2025,86,2,B. Patel
T0000448,C12643,"Aug 24, 2025",Billing,High,Closed,8/24/2025,20,,A. Chen
T0000449,C03465,"Dec 17, 2025",Account Access,Low,Open,,,1,D. Garcia
T0000450, C00427,11/6/2025,Service Quality,High,Open,,,1,D. Garcia
T0000451,C17340,"Oct 21, 2025",Account Access,Medium,Closed,10/21/2025,14,4,D. Garcia
T0000452,C02739,"Apr 11, 2025",Account Access,Low,Open,,,3,C. Nguyen
T0000453,C03533,6/6/2025,Service Quality,Medium,  Open  ,,,,B. Patel
T0000454,C02164,"Jul 10, 2025",Technical,High,Open,,,,H. Martinez
T0000455,C13330,7/24/2025,Cancellation,Low,RESOLVED,7/25/2025,38,5,F. Brown
T0000456,C06363,7/23/2025,Billing,Medium,Resolved,"Jul 25, 2025",67,4,A. Chen
T0000457,C16702,6/16/2026,Cancellation ,Medium,Open,,,,G. Lee
T0000458,C01621,10/29/2025,Billing,High,Closed,10/29/2025,10,3,G. Lee
T0000459,C16036,7/13/2025,Billing,Medium,Closed,,79,4,G. Lee
T0000460,C15290,"Apr 08, 2026",Plan Change,Medium,Closed,4/9/2026,28,4,A. Chen
T0000461,C05811,1/16/2026,Billing,Medium,Resolved,"Jan 20, 2026",104,3,C. Nguyen
T0000462,C13410,1/16/2025,Cancellation,Low,Closed,1/16/2025,22,4,D. Garcia
T0000463,C08664,1/7/2025,Technical,Urgent,Closed,1/7/2025,19,2,E. Wilson
T0000464,C14985,1/30/2026,Billing,Low,resolved,2/4/2026,137,4,F. Brown
T0000465,C15737,4/22/2025,Plan Change,Medium,Open,,,,A. Chen
T0000466,C05542,7/21/2025,Service Quality,Low,Closed,7/24/2025,80,2,G. Lee
T0000467,C11541,"Feb 04, 2025",Service Quality,High,Resolved,2/6/2025,48,4,G. Lee
T0000468,C03400 ,"Jul 20, 2025",Billing,Low,Closed,7/20/2025,22,3,D. Garcia
T0000469,C03376,10/8/2025,Plan Change,Medium,Closed,10/8/2025,14,3,C. Nguyen
T0000470,C10603,2/9/2025,Technical,Urgent,Resolved,2/9/2025,20 hrs,,F. Brown
T0000471,C17326,1/24/2025,Service Quality,Medium,Resolved,1/25/2025,32,5,H. Martinez
T0000472,C10876,9/11/2025,Account Access,Medium,Closed,9/12/2025,27,4,D. Garcia
T0000473,C10926,10/21/2025,Service Quality,Low,Resolved,10/21/2025,5,5,B. Patel
T0000474,C12738,"Oct 14, 2025",Service Quality, Medium,Resolved,"Oct 17, 2025",72,3,E. Wilson
T0000475,C16832,"Jan 11, 2025",Technical,Medium,Closed,1/11/2025,13,4,B. Patel
T0000476,C00201,"Feb 02, 2026",Billing,Low,Closed,2/4/2026,61,3,E. Wilson
T0000477,C00504,9/28/2025,Technical,High,Resolved,9/29/2025,29,1,C. Nguyen
T0000478,C01212,8/5/2025,Plan Change,  Low  ,Closed,8/7/2025,70 hrs,4,D. Garcia
T0000479,C06753,"Jun 24, 2026",Billing,High,Resolved,"Jun 27, 2026",74 hrs,2,C. Nguyen
T0000480,C15629,10/11/2025,Service Quality,Medium,Resolved,"Oct 12, 2025",38,2,C. Nguyen
T0000481,C16598,4/1/2025,Billing,Medium,resolved,"Apr 01, 2025",19, 5 ,D. Garcia
T0000482,C08766,"Jun 23, 2025",Technical,Urgent,CLOSED,6/23/2025,21,4,E. Wilson
T0000483,C12119,7/23/2025,Billing,High,Closed,7/23/2025,17,,B. Patel
T0000484,C05051,7/13/2025,Account Access,Low,Open,,,2,H. Martinez
T0000485,C03709,4/14/2026,Cancellation,HIGH,Open,,,2,A. Chen
T0000486,C14865,9/2/2025,Billing,High,Resolved,9/2/2025,23,5,A. Chen
T0000487,C16378,8/9/2025,Account Access,High,Resolved,8/9/2025,8,2,H. Martinez
T0000488,C13340,2/10/2025,Technical,Medium,Resolved,2/14/2025,98,1,A. Chen
T0000489,C01902,"May 15, 2025",Billing,Low,Open,,,3,F. Brown
T0000490,C02849,11/17/2025,Service Quality,Medium,Closed,11/17/2025,22,2,F. Brown
T0000491,C06695,9/6/2025,  Account Access  ,Low,Open,,,3,H. Martinez
T0000492,C08695,3/23/2025,Service Quality,Low,Closed,3/25/2025,64,5,B. Patel
T0000493,C01447,8/13/2025,Plan Change,High,Closed,8/14/2025,25,2,D. Garcia
T0000494,C15425,4/27/2025,Account Access,Low,Resolved,4/28/2025,24,3,C. Nguyen
T0000495,C14115,2/17/2025,Service Quality,Medium,Closed,2/20/2025,72,1,H. Martinez
T0000496,C02432,4/28/2025,Billing,Urgent,Closed,"Apr 28, 2025",8,5,G. Lee
T0000497,C16758,4/9/2026, Billing,Low,Open,,,,H. Martinez
T0000498,C01414,1/8/2025,Technical,High,Resolved,1/11/2025,82,3,B. Patel
T0000499,C15216,5/14/2026,Cancellation,Low,Closed,5/16/2026,57,5,D. Garcia
T0000500,C02364,10/8/2025,Technical,Low,Closed,"Oct 12, 2025",105,2,B. Patel
T0000501,C10034,3/6/2025,Plan Change,High,Resolved,3/7/2025,46,5,G. Lee
T0000502,C04138,5/22/2025,Plan Change,Low,Resolved,5/23/2025,34,3,D. Garcia
T0000503,C01624,3/9/2026,Billing,Medium,Resolved,3/10/2026,37,,B. Patel
T0000504,C11850,3/5/2025,Plan Change,Low,Closed,"Mar 05, 2025",5,5,F. Brown
T0000505,C11215,"Apr 30, 2025",Technical,Low,Resolved,"May 03, 2025",74,1,E. Wilson
T0000506,C02592,6/25/2025,Service Quality,Low,Closed,7/2/2025,173,4,D. Garcia
T0000507,C09047,9/2/2025,Account Access,Low,Closed,9/8/2025,156,,H. Martinez
T0000508,C02486,11/17/2025,Plan Change,High,Resolved,11/18/2025,44,5,F. Brown
T0000509,C10051,6/23/2026,Technical,Low,Resolved,6/25/2026,64,4,A. Chen
T0000510,C07127,"Aug 30, 2025",Service Quality,Medium,Open,,,,H. Martinez
T0000511,C14846,"Mar 10, 2025",Billing,Medium,Closed,3/14/2025,114,3,D. Garcia
T0000512,C02021,1/22/2026,  Technical  ,Medium,Closed,1/25/2026,74,3,H. Martinez
T0000513,C17340,3/15/2026,Technical,Low,Closed,"Mar 16, 2026",31,4,F. Brown
T0000514,C03674,6/2/2025,Billing,Low,Closed,6/7/2025,140,4,D. Garcia
T0000515,C11296,7/3/2025,Technical,High,Resolved,7/4/2025,39,4,D. Garcia
T0000516,C16753,11/14/2025,Technical,Low,Open,,,,B. Patel
T0000517,C15411,6/26/2025,Service Quality,Low,Closed,6/30/2025,102,2,B. Patel
T0000518,C12432,"Apr 16, 2025",Billing,Low,Resolved,4/18/2025,57,5,C. Nguyen
T0000519,C16914,5/7/2026,Billing,Medium,Closed,5/8/2026,34,3,C. Nguyen
T0000520,C15714,2/25/2025,Technical,Medium,Closed,2/27/2025,55,,A. Chen
T0000521,C04570,5/26/2025,Billing,Urgent,Closed,5/26/2025,9,5,F. Brown
T0000522,C06267,3/13/2025,Plan Change,Low,Closed,3/14/2025,46,,H. Martinez
T0000523,C07456,12/30/2025,Cancellation,Medium,Resolved,1/1/2026,61,4,A. Chen
T0000524,C15963,11/21/2025,Service Quality,Medium,Open,,,,G. Lee
T0000525,C09838,1/17/2026,  Billing  ,Low,Resolved,1/21/2026,101,3,B. Patel
T0000526,C10290,9/14/2025,Technical,Low,Open,,,1,G. Lee
T0000527,C04111,"Jan 10, 2026",Technical,Low,Resolved,1/15/2026, 128 ,2,D. Garcia
T0000528,C06011,3/26/2026,Account Access,Medium,Closed,3/26/2026,16, 5 ,H. Martinez
T0000529,C17384,1/31/2025,Account Access,Medium,Closed,"Feb 02, 2025",54,,E. Wilson
T0000530,C00574,6/28/2025,Account Access,Medium,Resolved,6/30/2025,49,3,c. nguyen
T0000531,C17928,10/4/2025,Technical,Low,Closed,10/9/2025,137,4,A. Chen
T0000532,C08006,3/23/2025,Billing,Low,Closed,3/30/2025,171,3,E. Wilson
T0000533,C11960,6/18/2026,Technical,Low,Resolved,6/20/2026,54,4,D. Garcia
T0000534,C04526,6/19/2026,Service Quality,High,Closed,6/21/2026,62,3,E. Wilson
T0000535,C10380 ,1/6/2025,Billing,Medium,Closed,1/7/2025,30,2,C. Nguyen
T0000536,C01704,"Apr 28, 2026",Technical,High,Closed,"Apr 29, 2026",32,5,A. Chen
T0000537, C01330,"Dec 14, 2025",ACCOUNT ACCESS,High,Closed,12/14/2025,21,5,H. Martinez
T0000538,C12884,4/30/2025,Technical,Low,Resolved,5/4/2025,118,1,B. Patel
T0000539,C06171,"Dec 30, 2025",Account Access,Low,Closed,1/4/2026,141,4,E. Wilson
T0000540,C05924,6/20/2025,Technical,Medium,Closed,6/24/2025,118,5,C. Nguyen
T0000541,C10848,3/27/2025,Cancellation,High,Closed,3/27/2025,7,3,C. Nguyen
T0000542,C14582,"Jan 29, 2026",Billing,Medium,Closed,1/30/2026,45,,C. Nguyen
T0000543,C16688,2/3/2025,Cancellation,High,Open,,,4,H. Martinez
T0000544,C07489,"Jun 26, 2026",Technical,Medium,Resolved,6/28/2026,54,,C. Nguyen
T0000545,C05289,"Mar 17, 2025",Plan Change,Low,Resolved,3/17/2025,23,5, B. Patel 
T0000546,C11937,"Jun 23, 2026",Billing,Medium,Open,,,2,A. Chen
T0000547,C15596,8/19/2025,Account Access,Medium,Open,,,, F. Brown 
T0000548,C09576,5/26/2026,Account Access,Low,Closed,5/27/2026,29, 2 ,A. Chen
T0000549,C06510,5/15/2026,Cancellation,High,Closed,5/17/2026, 54 ,,G. Lee
T0000550,C01577,"Jun 04, 2025",Technical,Low,Resolved,6/7/2025,87,2,D. Garcia
T0000551,C16046,3/16/2026,Account Access,Low,Closed,3/19/2026,89,3,C. Nguyen
T0000552,C15430,1/7/2026,Account Access,Medium,Resolved,"Jan 07, 2026",12,,D. Garcia
T0000553,C14264,6/22/2026,Account Access,Medium,Open,,,,C. Nguyen
T0000554,C00861,3/7/2026,Technical,Urgent,Open,,,4,C. Nguyen
T0000555,C14443,2/6/2026,Service Quality,Low,Resolved,"Feb 10, 2026",101,,E. Wilson
T0000556,C07296,3/19/2025,Cancellation,High,Closed,"Mar 19, 2025", 6 ,4,G. Lee
T0000557,C16009,"Jul 22, 2025",Account Access,Urgent ,Resolved,7/23/2025,43,4,B. Patel
T0000558,C14768,11/24/2025,Technical,High,Closed,"Nov 25, 2025",28,3,G. Lee
T0000559,C04649,8/16/2025,Technical,Medium,Resolved,8/17/2025,39,3,A. Chen
T0000560,C07239,5/9/2025,Cancellation,High,Resolved,5/10/2025,27,1,B. Patel
T0000561,C07565,3/12/2026,Billing,Medium,Closed,3/12/2026,15,,C. Nguyen
T0000562,C00839,2/14/2026,Cancellation,Low,Closed,2/14/2026,10,2,C. Nguyen
T0000563,C12628,12/7/2025,Billing,High,Resolved,12/7/2025,23,,E. Wilson
T0000564,C14722,"Jul 04, 2025",Plan Change,Medium,Closed,"Jul 05, 2025", 42 ,2,H. Martinez
T0000565,C06496,"Jun 09, 2025",Technical,Urgent,Resolved,6/9/2025,12,3,E. Wilson
T0000566,C02363,9/18/2025,Technical,Urgent,Resolved,9/19/2025,43,2,B. Patel
T0000567,C00567,8/17/2025,Service Quality,Medium,Closed,8/17/2025,8,,D. Garcia
T0000568,C07978,1/25/2025,Service Quality,Low,Resolved,1/26/2025,47 hrs,2,E. Wilson
T0000569,C02713,2/1/2026,Technical,Urgent,resolved,2/1/2026,10,4,C. Nguyen
T0000570,C17323,5/7/2026,Cancellation,Medium,Open,,,2,H. Martinez
T0000571,C00660,"Jul 23, 2025",Cancellation,Medium,Resolved,"Jul 24, 2025",25,1,H. Martinez
T0000572,C05721,"Feb 01, 2025",Account Access,High,Open,,,2, D. Garcia 
T0000573,C04179,5/26/2025,Plan Change,Medium,Closed,5/27/2025,33,5,E. Wilson
T0000574,C04116,3/13/2025,Technical,Medium,Closed,"Mar 20, 2025", 175 ,2,D. Garcia
T0000575,C07702,3/1/2025,Billing,Urgent,Closed,3/1/2025,15,5,H. Martinez
T0000576,C05323,11/18/2025,Technical,High,Closed,11/18/2025,15,5,E. Wilson
T0000577,C05265,8/31/2025,Technical,Medium,Open,,,2,H. Martinez
T0000578,C08595,5/14/2026,Service Quality,High,Resolved,"May 15, 2026",26,,D. Garcia
T0000579,C04222,7/4/2025,Account Access ,Low,Resolved,7/4/2025,21,3,E. Wilson
T0000580,C00023,"Oct 12, 2025",Billing, Low,Resolved,10/12/2025,19, 5 ,A. Chen
T0000581,C09063,"Apr 24, 2026",Service Quality,High,Closed,4/25/2026,42,4,C. Nguyen
T0000582,C01439,9/26/2025,Cancellation,Medium,Resolved,9/27/2025,41,4,G. Lee
T0000583,C15668,"Apr 01, 2026",Cancellation,Low,Closed,4/2/2026,41,5,E. Wilson
T0000584,C06123,7/21/2025,Plan Change,High,Resolved,7/22/2025,32,,C. Nguyen
T0000585,C11908,5/2/2025,Technical,Medium,Open,,,4,A. Chen
T0000586,C04474,6/10/2026,Plan Change,Medium,Resolved,"Jun 12, 2026", 48 ,3,B. Patel
T0000587,C03547,"Nov 30, 2025",Account Access,Low,Resolved,12/1/2025,30,,F. Brown
T0000588,C13072,11/25/2025,Service Quality,Low,Open,,,4,F. Brown
T0000589,C02466,"Feb 26, 2025",Service Quality,Low,Resolved,2/27/2025,30,2,C. Nguyen
T0000590,C07976,2/9/2025,Technical,  Low  ,Resolved,"Feb 14, 2025",128,1,E. Wilson
T0000591,C10509,6/4/2026,Technical,Medium,Resolved,6/9/2026,130,2,E. Wilson
T0000592,C13491,11/12/2025,Cancellation,Medium,Closed,"Nov 13, 2025",26,4,H. Martinez
T0000593,C04527,1/1/2025,Plan Change,Medium,resolved,"Jan 01, 2025",19,4,E. Wilson
T0000594,C01718,"Jun 08, 2026",Technical,Urgent,Closed,6/8/2026,15,3,C. Nguyen
T0000595,C07282,"Apr 28, 2025",Account Access,Low,Resolved,5/1/2025,86,3,C. Nguyen
